Folio;Nombre del Articulo;Descripcion;Precio;Cantidad;Fecha de Compra;Monto;Impuesto;total_venta
SEL-11565;Mochila Porta Laptop;Impermeable con puerto USB;4130.65;4;13/05/2023;16522.6;2643.62;16522.6
SEL-11503;Batería Portátil;20000mAh carga rápida;4606.69;4;13/09/2023;18426.76;2948.28;18426.76
SEL-10415;Monitor Curvo 27';Resolución 2K 144Hz;7842.57;2;15/09/2023;15685.14;2509.62;15685.14
SEL-11449;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7124.96;3;10/10/2023;21374.88;3419.98;21374.88
SEL-10171;Lámpara LED Escritorio;3 niveles de temperatura de color;4970.31;1;26/03/2024;4970.31;795.25;4970.31
SEL-10997;Lámpara LED Escritorio;3 niveles de temperatura de color;1818.31;5;15/05/2024;9091.55;1454.65;9091.55
SEL-10228;Cafetera Espresso;Presión 15 bares automática;3527.63;2;09/08/2023;7055.26;1128.84;7055.26
SEL-11089;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1366.45;2;27/02/2024;2732.9;437.26;2732.9
SEL-10756;Teclado Inalámbrico;Teclas silenciosas español;5882.97;4;10/03/2023;23531.88;3765.1;23531.88
SEL-10215;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;259.38;1;19/03/2023;259.38;41.5;259.38
SEL-11603;Mochila Porta Laptop;Impermeable con puerto USB;3497.76;2;26/11/2023;6995.52;1119.28;6995.52
SEL-12200;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4459.41;2;07/04/2024;8918.82;1427.01;8918.82
SEL-11157;Monitor Curvo 27';Resolución 2K 144Hz;5013.68;1;21/04/2023;5013.68;802.19;5013.68
SEL-10574;Silla de Oficina;Soporte lumbar ajustable;7115.92;4;30/05/2023;28463.68;4554.19;28463.68
SEL-12271;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7904.59;5;25/03/2023;39522.95;6323.67;39522.95
SEL-12044;Smartphone X;Pantalla OLED 6.5 pulgadas;2900.52;1;29/10/2023;2900.52;464.08;2900.52
SEL-11436;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3567.04;4;09/06/2023;14268.16;2282.91;14268.16
SEL-12119;Smartphone X;Pantalla OLED 6.5 pulgadas;4679.17;1;11/04/2023;4679.17;748.67;4679.17
SEL-11564;Mochila Porta Laptop;Impermeable con puerto USB;1611.86;5;03/08/2023;8059.3;1289.49;8059.299999999999
SEL-11805;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3851.08;3;16/01/2023;11553.24;1848.52;11553.24
SEL-11254;Monitor Curvo 27';Resolución 2K 144Hz;2670.42;1;25/01/2024;2670.42;427.27;2670.42
SEL-12257;Cafetera Espresso;Presión 15 bares automática;839.87;2;05/12/2023;1679.74;268.76;1679.74
SEL-10518;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4896.65;1;09/09/2023;4896.65;783.46;4896.65
SEL-10485;Teclado Inalámbrico;Teclas silenciosas español;3224.87;4;22/01/2023;12899.48;2063.92;12899.48
SEL-10136;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;5637.56;2;10/05/2023;11275.12;1804.02;11275.12
SEL-12102;Teclado Inalámbrico;Teclas silenciosas español;6485.78;2;14/05/2023;12971.56;2075.45;12971.56
SEL-11635;Lámpara LED Escritorio;3 niveles de temperatura de color;3201.5;4;21/01/2023;12806.0;2048.96;12806.0
SEL-10299;Teclado Inalámbrico;Teclas silenciosas español;1840.13;1;10/05/2023;1840.13;294.42;1840.13
SEL-10750;Monitor Curvo 27';Resolución 2K 144Hz;6901.54;1;26/07/2023;6901.54;1104.25;6901.54
SEL-12238;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;6834.98;1;22/11/2023;6834.98;1093.6;6834.98
SEL-10159;Lámpara LED Escritorio;3 niveles de temperatura de color;5069.98;4;13/05/2023;20279.92;3244.79;20279.92
SEL-11931;Monitor Curvo 27';Resolución 2K 144Hz;3242.31;4;06/03/2023;12969.24;2075.08;12969.24
SEL-10781;Smartphone X;Pantalla OLED 6.5 pulgadas;1902.07;2;15/12/2023;3804.14;608.66;3804.14
SEL-10793;Monitor Curvo 27';Resolución 2K 144Hz;3484.39;3;02/05/2024;10453.17;1672.51;10453.17
SEL-10819;Silla de Oficina;Soporte lumbar ajustable;3146.95;2;04/05/2023;6293.9;1007.02;6293.9
SEL-10413;Silla de Oficina;Soporte lumbar ajustable;5996.53;4;29/05/2023;23986.12;3837.78;23986.12
SEL-11735;Cafetera Espresso;Presión 15 bares automática;7679.81;2;19/03/2023;15359.62;2457.54;15359.62
SEL-11752;Lámpara LED Escritorio;3 niveles de temperatura de color;3398.51;5;01/08/2023;16992.55;2718.81;16992.550000000003
SEL-10553;Silla de Oficina;Soporte lumbar ajustable;7780.29;2;28/06/2023;15560.58;2489.69;15560.58
SEL-10019;Cafetera Espresso;Presión 15 bares automática;0.0;3;13/09/2023;0.0;0.0;0.0
SEL-10533;Cafetera Espresso;Presión 15 bares automática;4076.24;1;08/06/2023;4076.24;652.2;4076.24
SEL-11769;Batería Portátil;20000mAh carga rápida;6165.91;4;18/03/2024;24663.64;3946.18;24663.64
SEL-10640;Silla de Oficina;Soporte lumbar ajustable;1953.48;3;11/05/2023;5860.44;937.67;5860.4400000000005
SEL-11045;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;2540.13;5;12/03/2024;12700.65;2032.1;12700.650000000001
SEL-11854;Mochila Porta Laptop;Impermeable con puerto USB;6681.93;5;02/03/2024;33409.65;5345.54;33409.65
SEL-10435;Mochila Porta Laptop;Impermeable con puerto USB;7705.2;5;31/08/2023;38526.0;6164.16;38526.0
SEL-10154;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;857.71;2;08/07/2023;1715.42;274.47;1715.42
SEL-11890;Monitor Curvo 27';Resolución 2K 144Hz;6240.19;2;16/03/2023;12480.38;1996.86;12480.38
SEL-10384;Teclado Inalámbrico;Teclas silenciosas español;7694.21;5;09/10/2023;38471.05;6155.37;38471.05
SEL-10208;Teclado Inalámbrico;Teclas silenciosas español;1363.48;3;17/08/2023;4090.44;654.47;4090.44
SEL-11406;Lámpara LED Escritorio;3 niveles de temperatura de color;4955.53;5;06/04/2024;24777.65;3964.42;24777.649999999998
SEL-11821;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;7269.56;1;15/04/2024;7269.56;1163.13;7269.56
SEL-12432;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;5212.67;5;13/10/2023;26063.35;4170.14;26063.35
SEL-12382;Batería Portátil;20000mAh carga rápida;5844.59;3;05/07/2023;17533.77;2805.4;17533.77
SEL-11108;Cafetera Espresso;Presión 15 bares automática;412.69;4;15/12/2023;1650.76;264.12;1650.76
SEL-11287;Monitor Curvo 27';Resolución 2K 144Hz;2790.32;4;21/05/2023;11161.28;1785.8;11161.28
SEL-11395;Mochila Porta Laptop;Impermeable con puerto USB;797.39;3;09/09/2023;2392.17;382.75;2392.17
SEL-10219;Mochila Porta Laptop;Impermeable con puerto USB;3280.84;1;12/03/2024;3280.84;524.93;3280.84
SEL-11718;Monitor Curvo 27';Resolución 2K 144Hz;7102.81;4;02/12/2023;28411.24;4545.8;28411.24
SEL-11831;Smartphone X;Pantalla OLED 6.5 pulgadas;6402.37;1;16/11/2023;6402.37;1024.38;6402.37
SEL-10307;Teclado Inalámbrico;Teclas silenciosas español;3382.63;2;10/02/2023;6765.26;1082.44;6765.26
SEL-12013;Silla de Oficina;Soporte lumbar ajustable;1530.21;1;06/01/2023;1530.21;244.83;1530.21
SEL-10948;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7559.61;5;15/08/2023;37798.05;6047.69;37798.049999999996
SEL-12215;Lámpara LED Escritorio;3 niveles de temperatura de color;5908.46;2;07/08/2023;11816.92;1890.71;11816.92
SEL-12277;Silla de Oficina;Soporte lumbar ajustable;626.63;1;28/01/2023;626.63;100.26;626.63
SEL-11962;Batería Portátil;20000mAh carga rápida;459.38;3;10/03/2023;1378.14;220.5;1378.1399999999999
SEL-12370;Cafetera Espresso;Presión 15 bares automática;2799.28;1;30/12/2023;2799.28;447.88;2799.28
SEL-11049;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;2525.74;1;01/11/2023;2525.74;404.12;2525.74
SEL-11917;Teclado Inalámbrico;Teclas silenciosas español;3297.95;3;25/03/2023;9893.85;1583.02;9893.849999999999
SEL-12348;Monitor Curvo 27';Resolución 2K 144Hz;3034.66;5;30/12/2023;15173.3;2427.73;15173.3
SEL-12199;Teclado Inalámbrico;Teclas silenciosas español;2138.73;4;07/05/2023;8554.92;1368.79;8554.92
SEL-11714;Lámpara LED Escritorio;3 niveles de temperatura de color;4897.38;3;07/02/2024;14692.14;2350.74;14692.14
SEL-12206;Silla de Oficina;Soporte lumbar ajustable;7580.24;2;23/08/2023;15160.48;2425.68;15160.48
SEL-10689;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;742.25;4;28/02/2023;2969.0;475.04;2969.0
SEL-11531;Batería Portátil;20000mAh carga rápida;6154.12;4;13/11/2023;24616.48;3938.64;24616.48
SEL-11419;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;4301.29;3;09/02/2023;12903.87;2064.62;12903.869999999999
SEL-11802;Lámpara LED Escritorio;3 niveles de temperatura de color;728.89;4;18/04/2023;2915.56;466.49;2915.56
SEL-11346;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3255.79;5;06/07/2023;16278.95;2604.63;16278.95
SEL-11511;Mochila Porta Laptop;Impermeable con puerto USB;4590.02;4;15/11/2023;18360.08;2937.61;18360.08
SEL-10459;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5099.49;4;14/02/2023;20397.96;3263.67;20397.96
SEL-12395;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1422.17;5;23/01/2023;7110.85;1137.74;7110.85
SEL-11590;Batería Portátil;20000mAh carga rápida;3552.88;4;05/11/2023;14211.52;2273.84;14211.52
SEL-11038;Lámpara LED Escritorio;3 niveles de temperatura de color;6577.7;1;17/06/2023;6577.7;1052.43;6577.7
SEL-12371;Lámpara LED Escritorio;3 niveles de temperatura de color;7413.24;1;24/03/2023;7413.24;1186.12;7413.24
SEL-11078;Monitor Curvo 27';Resolución 2K 144Hz;6820.61;3;08/05/2024;20461.83;3273.89;20461.829999999998
SEL-11488;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3677.85;4;08/01/2023;14711.4;2353.82;14711.4
SEL-10792;Silla de Oficina;Soporte lumbar ajustable;5111.99;3;14/08/2023;15335.97;2453.76;15335.97
SEL-11604;Smartphone X;Pantalla OLED 6.5 pulgadas;1833.62;3;08/01/2023;5500.86;880.14;5500.86
SEL-12384;Teclado Inalámbrico;Teclas silenciosas español;7569.09;3;09/03/2023;22707.27;3633.16;22707.27
SEL-10813;Smartphone X;Pantalla OLED 6.5 pulgadas;3809.6;2;26/01/2024;7619.2;1219.07;7619.2
SEL-11629;Mochila Porta Laptop;Impermeable con puerto USB;1425.79;2;13/01/2024;2851.58;456.25;2851.58
SEL-12222;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4991.39;3;25/11/2023;14974.17;2395.87;14974.170000000002
SEL-12302;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;983.09;2;11/05/2023;1966.18;314.59;1966.18
SEL-10910;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3620.46;5;28/01/2023;18102.3;2896.37;18102.3
SEL-10197;Smartphone X;Pantalla OLED 6.5 pulgadas;3255.96;3;22/07/2023;9767.88;1562.86;9767.880000000001
SEL-10829;Lámpara LED Escritorio;3 niveles de temperatura de color;2544.49;1;20/05/2023;2544.49;407.12;2544.49
SEL-12029;Lámpara LED Escritorio;3 niveles de temperatura de color;6241.84;1;14/04/2024;6241.84;998.69;6241.84
SEL-12110;Monitor Curvo 27';Resolución 2K 144Hz;3933.9;1;27/03/2024;3933.9;629.42;3933.9
SEL-10274;Mochila Porta Laptop;Impermeable con puerto USB;6463.58;4;22/02/2024;25854.32;4136.69;25854.32
SEL-11954;Silla de Oficina;Soporte lumbar ajustable;7933.62;4;15/07/2023;31734.48;5077.52;31734.48
SEL-11440;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;363.61;5;30/12/2023;1818.05;290.89;1818.0500000000002
SEL-11007;Teclado Inalámbrico;Teclas silenciosas español;7598.97;4;17/02/2024;30395.88;4863.34;30395.88
SEL-12347;Batería Portátil;20000mAh carga rápida;3945.86;2;25/04/2023;7891.72;1262.68;7891.72
SEL-10455;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4020.88;2;11/02/2023;8041.76;1286.68;8041.76
SEL-11238;Teclado Inalámbrico;Teclas silenciosas español;1830.2;2;01/02/2024;3660.4;585.66;3660.4
SEL-12123;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1304.08;2;24/07/2023;2608.16;417.31;2608.16
SEL-10986;Teclado Inalámbrico;Teclas silenciosas español;3411.45;1;12/04/2023;3411.45;545.83;3411.45
SEL-11214;Cafetera Espresso;Presión 15 bares automática;7514.16;1;24/02/2024;7514.16;1202.27;7514.16
SEL-12383;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;6553.95;1;24/03/2024;6553.95;1048.63;6553.95
SEL-10425;Mochila Porta Laptop;Impermeable con puerto USB;5097.62;3;28/02/2024;15292.86;2446.86;15292.86
SEL-11082;Batería Portátil;20000mAh carga rápida;7843.46;4;03/09/2023;31373.84;5019.81;31373.84
SEL-11944;Teclado Inalámbrico;Teclas silenciosas español;1182.46;1;11/03/2024;1182.46;189.19;1182.46
SEL-10618;Cafetera Espresso;Presión 15 bares automática;5017.19;3;09/04/2023;15051.57;2408.25;15051.57
SEL-11484;Cafetera Espresso;Presión 15 bares automática;4016.13;3;23/05/2023;12048.39;1927.74;12048.39
SEL-11413;Silla de Oficina;Soporte lumbar ajustable;2240.28;5;11/08/2023;11201.4;1792.22;11201.400000000001
SEL-10500;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3316.52;3;22/05/2023;9949.56;1591.93;9949.56
SEL-10817;Silla de Oficina;Soporte lumbar ajustable;1008.2;4;02/04/2024;4032.8;645.25;4032.8
SEL-11075;Cafetera Espresso;Presión 15 bares automática;4337.7;2;06/05/2023;8675.4;1388.06;8675.4
SEL-10979;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;380.72;5;03/04/2023;1903.6;304.58;1903.6000000000001
SEL-10619;Mochila Porta Laptop;Impermeable con puerto USB;2627.66;4;09/06/2023;10510.64;1681.7;10510.64
SEL-11638;Monitor Curvo 27';Resolución 2K 144Hz;850.65;4;18/08/2023;3402.6;544.42;3402.6
SEL-11334;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;1757.44;2;10/03/2024;3514.88;562.38;3514.88
SEL-10111;Batería Portátil;20000mAh carga rápida;7765.32;5;12/05/2024;38826.6;6212.26;38826.6
SEL-10241;Silla de Oficina;Soporte lumbar ajustable;5318.26;3;11/10/2023;15954.78;2552.76;15954.78
SEL-10568;Teclado Inalámbrico;Teclas silenciosas español;7191.75;5;23/12/2023;35958.75;5753.4;35958.75
SEL-11863;Teclado Inalámbrico;Teclas silenciosas español;7079.64;2;29/01/2023;14159.28;2265.48;14159.28
SEL-11545;Teclado Inalámbrico;Teclas silenciosas español;3750.1;4;28/02/2023;15000.4;2400.06;15000.4
SEL-10336;Monitor Curvo 27';Resolución 2K 144Hz;2939.59;4;22/07/2023;11758.36;1881.34;11758.36
SEL-10505;Cafetera Espresso;Presión 15 bares automática;4848.75;4;18/06/2023;19395.0;3103.2;19395.0
SEL-11867;Smartphone X;Pantalla OLED 6.5 pulgadas;1748.18;5;28/01/2024;8740.9;1398.54;8740.9
SEL-10865;Monitor Curvo 27';Resolución 2K 144Hz;6879.21;5;03/10/2023;34396.05;5503.37;34396.05
SEL-10069;Teclado Inalámbrico;Teclas silenciosas español;0.0;5;21/08/2023;0.0;0.0;0.0
SEL-11392;Mochila Porta Laptop;Impermeable con puerto USB;2904.08;4;01/02/2024;11616.32;1858.61;11616.32
SEL-11014;Lámpara LED Escritorio;3 niveles de temperatura de color;7650.3;2;14/03/2023;15300.6;2448.1;15300.6
SEL-11777;Monitor Curvo 27';Resolución 2K 144Hz;6732.68;4;21/07/2023;26930.72;4308.92;26930.72
SEL-12313;Batería Portátil;20000mAh carga rápida;1160.17;1;15/02/2024;1160.17;185.63;1160.17
SEL-11548;Cafetera Espresso;Presión 15 bares automática;2318.79;1;23/12/2023;2318.79;371.01;2318.79
SEL-11592;Cafetera Espresso;Presión 15 bares automática;788.74;2;01/12/2023;1577.48;252.4;1577.48
SEL-11398;Monitor Curvo 27';Resolución 2K 144Hz;3879.28;4;07/02/2024;15517.12;2482.74;15517.12
SEL-10097;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;0.0;1;07/09/2023;0.0;0.0;0.0
SEL-11929;Teclado Inalámbrico;Teclas silenciosas español;6175.66;5;06/05/2023;30878.3;4940.53;30878.3
SEL-12001;Mochila Porta Laptop;Impermeable con puerto USB;1749.16;5;10/07/2023;8745.8;1399.33;8745.800000000001
SEL-11048;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;7447.42;2;08/05/2024;14894.84;2383.17;14894.84
SEL-10161;Lámpara LED Escritorio;3 niveles de temperatura de color;6571.12;3;14/10/2023;19713.36;3154.14;19713.36
SEL-10496;Teclado Inalámbrico;Teclas silenciosas español;6015.46;4;06/02/2023;24061.84;3849.89;24061.84
SEL-11785;Smartphone X;Pantalla OLED 6.5 pulgadas;3206.53;5;10/10/2023;16032.65;2565.22;16032.650000000001
SEL-11304;Cafetera Espresso;Presión 15 bares automática;4805.36;2;05/01/2024;9610.72;1537.72;9610.72
SEL-10050;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;0.0;2;01/03/2024;0.0;0.0;0.0
SEL-12324;Silla de Oficina;Soporte lumbar ajustable;2830.24;1;17/04/2023;2830.24;452.84;2830.24
SEL-11743;Cafetera Espresso;Presión 15 bares automática;578.75;4;21/06/2023;2315.0;370.4;2315.0
SEL-10937;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;7185.0;1;10/10/2023;7185.0;1149.6;7185.0
SEL-10838;Batería Portátil;20000mAh carga rápida;3144.57;5;11/07/2023;15722.85;2515.66;15722.85
SEL-12157;Mochila Porta Laptop;Impermeable con puerto USB;1522.99;4;11/12/2023;6091.96;974.71;6091.96
SEL-11202;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6175.53;4;15/03/2023;24702.12;3952.34;24702.12
SEL-11587;Teclado Inalámbrico;Teclas silenciosas español;931.11;1;30/08/2023;931.11;148.98;931.11
SEL-10434;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3595.84;1;27/11/2023;3595.84;575.33;3595.84
SEL-11942;Lámpara LED Escritorio;3 niveles de temperatura de color;7829.53;3;30/06/2023;23488.59;3758.17;23488.59
SEL-10848;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7965.12;2;19/02/2024;15930.24;2548.84;15930.24
SEL-10407;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3066.58;3;16/02/2024;9199.74;1471.96;9199.74
SEL-10235;Silla de Oficina;Soporte lumbar ajustable;4287.83;3;24/08/2023;12863.49;2058.16;12863.49
SEL-11263;Smartphone X;Pantalla OLED 6.5 pulgadas;7733.33;2;25/02/2024;15466.66;2474.67;15466.66
SEL-11634;Cafetera Espresso;Presión 15 bares automática;4831.93;1;26/10/2023;4831.93;773.11;4831.93
SEL-12430;Monitor Curvo 27';Resolución 2K 144Hz;6384.48;4;04/08/2023;25537.92;4086.07;25537.92
SEL-12260;Mochila Porta Laptop;Impermeable con puerto USB;1342.24;5;03/01/2024;6711.2;1073.79;6711.2
SEL-11065;Lámpara LED Escritorio;3 niveles de temperatura de color;2645.47;2;17/03/2024;5290.94;846.55;5290.94
SEL-11425;Mochila Porta Laptop;Impermeable con puerto USB;894.68;1;18/04/2023;894.68;143.15;894.68
SEL-10850;Lámpara LED Escritorio;3 niveles de temperatura de color;1045.22;3;21/03/2023;3135.66;501.71;3135.66
SEL-11180;Silla de Oficina;Soporte lumbar ajustable;6564.48;4;22/12/2023;26257.92;4201.27;26257.92
SEL-12264;Mochila Porta Laptop;Impermeable con puerto USB;4213.35;2;18/05/2023;8426.7;1348.27;8426.7
SEL-11158;Mochila Porta Laptop;Impermeable con puerto USB;7849.57;5;20/10/2023;39247.85;6279.66;39247.85
SEL-11281;Cafetera Espresso;Presión 15 bares automática;7847.8;1;31/01/2024;7847.8;1255.65;7847.8
SEL-11691;Batería Portátil;20000mAh carga rápida;3226.82;5;04/09/2023;16134.1;2581.46;16134.1
SEL-11951;Teclado Inalámbrico;Teclas silenciosas español;1588.9;2;24/04/2023;3177.8;508.45;3177.8
SEL-12360;Batería Portátil;20000mAh carga rápida;5619.75;5;02/09/2023;28098.75;4495.8;28098.75
SEL-10325;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;7846.12;4;29/01/2024;31384.48;5021.52;31384.48
SEL-11388;Silla de Oficina;Soporte lumbar ajustable;7863.44;3;24/07/2023;23590.32;3774.45;23590.32
SEL-10449;Smartphone X;Pantalla OLED 6.5 pulgadas;5062.24;1;25/01/2023;5062.24;809.96;5062.24
SEL-10643;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6830.79;1;06/08/2023;6830.79;1092.93;6830.79
SEL-11188;Cafetera Espresso;Presión 15 bares automática;945.16;4;09/01/2023;3780.64;604.9;3780.64
SEL-11569;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7844.58;4;06/12/2023;31378.32;5020.53;31378.32
SEL-12314;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3555.58;3;27/02/2024;10666.74;1706.68;10666.74
SEL-11707;Batería Portátil;20000mAh carga rápida;3396.11;5;13/05/2023;16980.55;2716.89;16980.55
SEL-11539;Cafetera Espresso;Presión 15 bares automática;3450.75;4;11/03/2024;13803.0;2208.48;13803.0
SEL-11669;Silla de Oficina;Soporte lumbar ajustable;5591.11;4;26/11/2023;22364.44;3578.31;22364.44
SEL-10211;Lámpara LED Escritorio;3 niveles de temperatura de color;2469.35;3;09/02/2023;7408.05;1185.29;7408.049999999999
SEL-12075;Silla de Oficina;Soporte lumbar ajustable;4216.71;4;25/09/2023;16866.84;2698.69;16866.84
SEL-10460;Smartphone X;Pantalla OLED 6.5 pulgadas;7224.83;4;25/04/2024;28899.32;4623.89;28899.32
SEL-11708;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1183.42;2;08/10/2023;2366.84;378.69;2366.84
SEL-11552;Cafetera Espresso;Presión 15 bares automática;1471.34;4;15/06/2023;5885.36;941.66;5885.36
SEL-11063;Monitor Curvo 27';Resolución 2K 144Hz;6165.38;3;19/11/2023;18496.14;2959.38;18496.14
SEL-12032;Monitor Curvo 27';Resolución 2K 144Hz;4537.55;5;17/01/2024;22687.75;3630.04;22687.75
SEL-11227;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;1674.56;2;19/01/2024;3349.12;535.86;3349.12
SEL-11421;Batería Portátil;20000mAh carga rápida;4471.58;2;06/09/2023;8943.16;1430.91;8943.16
SEL-11309;Lámpara LED Escritorio;3 niveles de temperatura de color;7609.45;1;18/03/2024;7609.45;1217.51;7609.45
SEL-11176;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3188.22;2;19/03/2024;6376.44;1020.23;6376.44
SEL-10876;Monitor Curvo 27';Resolución 2K 144Hz;4933.23;3;15/05/2023;14799.69;2367.95;14799.689999999999
SEL-10436;Mochila Porta Laptop;Impermeable con puerto USB;7900.28;3;09/01/2023;23700.84;3792.13;23700.84
SEL-11491;Mochila Porta Laptop;Impermeable con puerto USB;1630.78;5;06/04/2024;8153.9;1304.62;8153.9
SEL-11264;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;6906.1;2;03/07/2023;13812.2;2209.95;13812.2
SEL-11855;Smartphone X;Pantalla OLED 6.5 pulgadas;3524.11;2;29/08/2023;7048.22;1127.72;7048.22
SEL-12175;Silla de Oficina;Soporte lumbar ajustable;1465.56;3;25/07/2023;4396.68;703.47;4396.68
SEL-11830;Smartphone X;Pantalla OLED 6.5 pulgadas;1987.84;2;08/11/2023;3975.68;636.11;3975.68
SEL-10451;Mochila Porta Laptop;Impermeable con puerto USB;7471.33;2;26/04/2024;14942.66;2390.83;14942.66
SEL-10990;Teclado Inalámbrico;Teclas silenciosas español;5015.74;1;11/04/2023;5015.74;802.52;5015.74
